	Pertubed_Text	label	Original_Text	True_label	Perturbed_label	attack
1539	Echo Throughout, - and rattled through the city of as U.S. in vehicles and tanks rolled back into the streets here Sunday, a day after the collapse of - and with them a temporary cease-fire - intended the this...	1	Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as U.S. troops in armored vehicles and tanks rolled back into the streets here Sunday, a day after the collapse of talks - and with them a temporary cease-fire - intended to end the fighting in this holy city...	0	1	unknown
1540	"Frail Celebrates Mass, - A Pope John Paul II, breathing heavily and at times, celebrated an open-air Mass on Sunday for several hundred thousand, many in wheelchairs, a to the Mary that is associated with miraculous cures.    point said """" while through his homily in..."	1	"Frail Pope Celebrates Mass at Lourdes LOURDES, France - A frail Pope John Paul II, breathing heavily and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to the Virgin Mary that is associated with miraculous cures.    At one point he said ""help me"" in Polish while struggling through his homily in French..."	0	1	unknown
1541	Venezuela Prepares for Chavez Recall Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.	2	Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.	0	2	unknown
1542	1994 Law Designed to Preserve Guard Jobs () - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).	2	1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).	0	2	unknown
1543	Can Anywhere in  () - A senior official  and the United States would not dare attack  it could strike back anywhere in with its latest , reported.	3	Iran Warns Its Missiles Can Hit Anywhere in Israel  TEHRAN (Reuters) - A senior Iranian military official said  Sunday Israel and the United States would not dare attack Iran  since it could strike back anywhere in Israel with its latest  missiles, news agencies reported.	0	3	unknown
1544	Dispatched to Calm Violence, - intervened in latest outbreak of fighting between, flying from the capital to the far west on U.S. and airplanes to retake an air contested in the, officials Sunday...	1	Afghan Army Dispatched to Calm Violence KABUL, Afghanistan - Government troops intervened in Afghanistan's latest outbreak of deadly fighting between warlords, flying from the capital to the far west on U.S. and NATO airplanes to retake an air base contested in the violence, officials said Sunday...	0	1	unknown
1545	() - into a,.	3	Johnson Helps D-Backs End Nine-Game Slide (AP) AP - Randy Johnson took a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak Sunday, beating Steve Trachsel and the New York Mets 2-0.	1	3	unknown
1546	Vie for Back-To-School (Reuters) Reuters - are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.	0	Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.	2	0	unknown
1547	Politics an Afterthought Amid Hurricane (AP) - If Hurricane Charley had struck three years ago, President tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.	2	Politics an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.	0	2	unknown
1548	Spam suspension.com shares (FT.) FT. - Shares in Sohu.com, a leading Chinese internet, fell more than cent on Friday network a on messaging because of customers sent.	0	Spam suspension hits Sohu.com shares (FT.com) FT.com - Shares in Sohu.com, a leading US-listed Chinese internet portal, fell more than 10 per cent on Friday after China's biggest mobile phone network operator imposed a one-year suspension on its multimedia messaging services because of customers being sent spam.	3	0	unknown
1549	() - in the run in, the a victory..	3	Erstad's Double Lifts Angels to Win (AP) AP - Darin Erstad doubled in the go-ahead run in the eighth inning, lifting the Anaheim Angels to a 3-2 victory over the Detroit Tigers on Sunday. The win pulled Anaheim within a percentage point of Boston and Texas in the AL wild-card race.	1	3	unknown
1550	of After (AP) AP -.. the. night sore.	3	Drew Out of Braves' Lineup After Injury (AP) AP - Outfielder J.D. Drew missed the Atlanta Braves' game against the St. Louis Cardinals on Sunday night with a sore right quadriceps.	1	3	unknown
1551	Venezuelans Polls, Voting Extended , Venezuela () - in huge  numbers on Sunday in a referendum on whether to recall  left-wing President Hugo Chavez and authorities  prolonged voting well into the night.	2	Venezuelans Flood Polls, Voting Extended  CARACAS, Venezuela (Reuters) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and electoral authorities  prolonged voting well into the night.	0	2	unknown
1552	Dell Exits China Consumer PC Market  HONG KONG (Reuters) - Dell Inc. &lt;DELL.O&gt;, the world's  largest PC maker, said on Monday it has left the low-end  consumer PC market in China and cut its overall growth target  for the country this year due to stiff competition in the  segment.	2	Dell Exits Low-End China Consumer PC Market  HONG KONG (Reuters) - Dell Inc. &lt;DELL.O&gt;, the world's  largest PC maker, said on Monday it has left the low-end  consumer PC market in China and cut its overall growth target  for the country this year due to stiff competition in the  segment.	3	2	unknown
1553	Also Operated in U.S. - Media  () - on Monday accused a  arrested for for of building an  espionage network in the United States, and said he could go on  trial very soon.	3	China Says Taiwan Spy Also Operated in U.S. - Media  BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American arrested for spying for Taiwan of building an  espionage network in the United States, and said he could go on  trial very soon.	0	3	unknown
1554	Another Major Another major, another disappointment for Tiger Woods, the No. 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U.S..	0	Another Major Non-Factor Another major, another disappointment for Tiger Woods, the No. 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U.S. Open.	1	0	unknown
1555	US fighter squadron to be in South Korea next month (AFP) - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US firepower on the Korean peninsula, US authorities said.	2	US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US firepower on the Korean peninsula, US authorities said.	0	2	unknown
1556	Back to End  NEW YORK (Reuters) - struck 14  8 1/ help the end a  with a New York  National.	2	Johnson Back to His Best as D-Backs End Streak  NEW YORK (Reuters) - Randy Johnson struck out 14 batters in  8 1/3 innings to help the Arizona Diamondbacks end a nine-game  losing streak with a 2-0 win over the host New York Mets in the  National League Sunday.	1	2	unknown
1557	Restive eases curfew after rounding up () - A in the of the was eased but sessions were put off indefinitely and emergency rule continued following last week's, officials and said.	1	Restive Maldives eases curfew after rounding up dissidents (AFP) AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week's riots, officials and residents said.	0	1	unknown
1558	Vodafone hires Citi for Cesky bid (TheDeal.com). - The U.K. mobile giant wants to find a way to disentagle the Czech wireless and fixed-line businesses.	2	Vodafone hires Citi for Cesky bid (TheDeal.com) TheDeal.com - The U.K. mobile giant wants to find a way to disentagle the Czech wireless and fixed-line businesses.	3	2	unknown
1559	Dollar Briefly Hits Low Vs  () - dollar to four-week low  against euro on Monday before rising slightly on , steep prices and weak..  continued to fan worries about the health the world's  largest economy.	0	Dollar Briefly Hits 4-Wk Low Vs Euro  LONDON (Reuters) - The dollar dipped to a four-week low  against the euro on Monday before rising slightly on  profit-taking, but steep oil prices and weak U.S. data  continued to fan worries about the health of the world's  largest economy.	2	0	unknown
1560	India's Tata expands regional footprint via NatSteel buyout (AFP) - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.	2	India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.	0	2	unknown
1561	Urge to of, - at Conference called radical to his U.S. and and pull his of a holy in...	1	Delegates Urge Cleric to Pull Out of Najaf BAGHDAD, Iraq - Delegates at Iraq's National Conference called on radical Shiite cleric Muqtada al-Sadr to abandon his uprising against U.S. and Iraqi troops and pull his fighters out of a holy shrine in Najaf...	0	1	unknown
1562	 () -.S. , though .	3	Treasuries Slip as Stocks Rally  NEW YORK (Reuters) - U.S. Treasury debt prices slipped on  Monday, though traders characterized the move as profit-taking  rather than any fundamental change in sentiment.	2	3	unknown
1563	Dollar Rises Euro on  NEW () - dollar extended against the  euro on Monday after a.. showed  a rise to the current  account for month.	0	Dollar Rises Vs Euro on Asset Flows Data  NEW YORK (Reuters) - The dollar extended gains against the  euro on Monday after a report on flows into U.S. assets showed  enough of a rise in foreign investments to offset the current  account gap for the month.	2	0	unknown
1564	Adds, to Ryder  ( Network) -.. Ryder   captain's.	2	Sutton Adds Haas, Cink to Ryder Cup Team  MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal  Sutton finalized his team on Monday when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.	1	2	unknown
1565	Haas and Cink for Cup Cink captain's a.S. to regain the cup.	0	Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.	1	0	unknown
1566	Natalie Wins () - Natalie., to swim, 1 minute,..,,:.. France:..	0	Natalie Coughlin Wins 100M Backstroke (AP) AP - American Natalie Coughlin won Olympic gold in the 100-meter backstroke Monday night. Coughlin, the only woman ever to swim under 1 minute in the event, finished first in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who swims at Auburn University in Alabama, earned the silver in 1:00.50. Laure Manaudou of France took bronze in 1:00.88.	1	0	unknown
1567	for CRM () - (Nasdaq:) revamped its CRM applications 11i. its sales, marketing, management and e-commerce application.	2	Oracle Overhauls Sales-Side Apps for CRM Suite (NewsFactor) NewsFactor - Oracle (Nasdaq: ORCL) has revamped its sales-side CRM applications in version 11i.10 of its sales, marketing, partner relationship management and e-commerce application.	3	2	unknown
1568	"launches appeal for () - The United launched an appeal here for 210 million dollars to help flood ""grave"" shortages after two-thirds of, destroying crops and killing more than 700 people."	2	"UN launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The United Nations launched an appeal here for 210 million dollars to help flood victims facing ""grave"" food shortages after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people."	0	2	unknown
1569	Indian state rolls out wireless Government in South Indian state of Kerala sets up wireless kiosks part initiative to divide.	2	Indian state rolls out wireless broadband Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.	3	2	unknown
1570	Hurricane Survivors Wait for, Gas PUNTA GORDA,. - rescue teams, insurance and National Guard troops scattered across Florida to help of Hurricane and deliver water and of...	2	Hurricane Survivors Wait for Water, Gas PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless...	0	2	unknown
1571	Jackson Off With Prosecutor,. - Fans Jackson erupted in cheers Monday as the star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges...	1	Jackson Squares Off With Prosecutor SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges...	0	1	unknown
1572	Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian) - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.	3	Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.	0	3	unknown
1573	China's Red Flag Linux to on enterprise Red Flag Software., the company China's leading Linux distribution, to focus its operating system and,.	2	China's Red Flag Linux to focus on enterprise Red Flag Software Co., the company behind China's leading Linux client distribution, plans to focus more on its server operating system and enterprise customers, the company's acting president said.	3	2	unknown
1574	Spies Two () -, agency said.	0	Cassini Spies Two Little Saturn Moons (AP) AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.	3	0	unknown
1575	line of AIDS in northwest as broader population.	2	On front line of AIDS in Russia An industrial city northwest of Moscow struggles as AIDS hits a broader population.	0	2	unknown
1576	Nobel Laureate Decries Stem Cell Limits () - A Nobel laureate in medicine said Monday the administration's limits on funding for stem cell research effectively have stopped the clock on American scientists' to develop treatments for a host of chronic, debilitating diseases.	0	Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.	3	0	unknown
1577	of Life (AP) AP - Prosecutors the case, to star's lawyers jurors sex.	0	Jury Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alleged victim's sex life.	1	0	unknown
1578	Still On, China Tells Downer () Reuters - China has said no date has been set for\working-level talks on the North nuclear and\ meeting has,\ Alexander on.	3	North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for\working-level talks on the North Korean nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.	0	3	unknown
1579	expect 300-pound, who -.	0	Griffin to Anchor D-Line The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the defensive line.	1	0	unknown
1580	Last in North Korea to tell story () - The last surviving to North Korea wants to tell story to a human the which he is vilified, film-makers said.	3	Last American defector in North Korea agrees to tell story (AFP) AFP - The last surviving American defector to communist North Korea wants to tell his story to put a human face on the Stalinist state which he believes is unfairly vilified abroad, British film-makers said.	0	3	unknown
1581	: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.	1	Live: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.	0	1	unknown
1582	Widens Lead in California, Poll Finds (Reuters) - Democratic challenger John\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.	2	Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.	0	2	unknown
1583	Crowds at Volleyball Rock the  () - At the beach, the 2004  Olympics is a, foot-stomping.	0	Capacity Crowds at Beach Volleyball Rock the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.	1	0	unknown
1584	Dollar Near Recent Lows, Awaits ZEW/  LONDON () - dollar held near week's  four-week low against with  awaiting German and.S.  inflation numbers.	0	Dollar Near Recent Lows, Awaits ZEW/CPI  LONDON (Reuters) - The dollar held steady near this week's  four-week low against the euro on Tuesday with investors  awaiting a German investor confidence survey and U.S. consumer  inflation numbers to shed light on the direction.	2	0	unknown
1585	Venezuela vote keeps Chavez president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo as in a victory that drew noisy reactions yesterday from both sides in the. International observers certified the results as clean and accurate.	2	Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.	0	2	unknown
1586	Jailing of in 'politically motivated' () - China of jailing one of their members on trumped-up charges in a bid to disgrace a has been feuding with for seven years.	3	Jailing of HK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution charges in a bid to disgrace a political movement Beijing has been feuding with for seven years.	0	3	unknown
1587	Swings to Profit in 2Q; Stock Surges (AP) AP - Shares. 17 percent Monday after the discount reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.	0	Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.	2	0	unknown
1588	Fischer's Fiancee: Plans Genuine (AP) AP - Former champion Bobby announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.	1	Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.	0	1	unknown
1589	U.S. Misses Cut in Olympic 100 Free ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by...	1	U.S. Misses Cut in Olympic 100 Free ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by Thorpe...	0	1	unknown
1590	"Consumers Would Pay In Proposal A proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of. &lt; face=""verdana, Sans Serif,arial,helvetica""=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington&lt;/B&gt;&lt;/&gt;"	2	"Consumers Would Pay In Phone Proposal A proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by long-distance companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"	3	2	unknown
1591	U.S. Brokers Cease-fire Western  (Reuters) - The United States has  cease-fire between renegade leader and the  the western province,  to said.	2	U.S. Brokers Cease-fire in Western Afghanistan  KABUL (Reuters) - The United States has brokered a  cease-fire between a renegade Afghan militia leader and the  embattled governor of the western province of Herat,  Washington's envoy to Kabul said Tuesday.	0	2	unknown
1592	Sneaky Card Tactics Keep an eye on your card issuers -- they may be about to raise your rates.	3	Sneaky Credit Card Tactics Keep an eye on your credit card issuers -- they may be about to raise your rates.	2	3	unknown
1593	Intel Delays Launch of In another product postponement, semiconductor giant Intel Corp. said be offering a chip TVs by the end of 2004 it had announced earlier this.	2	Intel Delays Launch of Projection TV Chip In another product postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the end of 2004 as it had announced earlier this year.	3	2	unknown
1594	pessimism grows (/) - are,, according to. 	3	Fund pessimism grows NEW YORK (CNN/Money) - Money managers are growing more pessimistic about the economy, corporate profits and US stock market returns, according to a monthly survey by Merrill Lynch released Tuesday. 	2	3	unknown
1595	Kederis proclaims innocence champion Kostas Kederis today left hospital ahead of his date with inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection.; ...	0	Kederis proclaims innocence Olympic champion Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection. quot; ...	1	0	unknown
1596	doesn #39;t any extra pressure following scandal, (AP) - #39; under any extra pressure in aftermath of a #;. 	0	Eriksson doesn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the Football Association #39;s reputation. 	1	0	unknown
1597	Injured miss England, () - of #;,. 	0	Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday. 	1	0	unknown
1598	"Profit Up, to Enter China Market  NEW () - Inc. &lt;A HREF=""://www...com/.aspx?=SPLS.O=///""&gt;SPLS.O&lt;/A&gt;, the top U.S.  office products retailer, on reported a 39 percent  in, raised its forecast and said  plans to enter the fast-growing Chinese market, sending its  shares."	0	"Staples Profit Up, to Enter China Market  NEW YORK (Reuters) - Staples Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the top U.S.  office products retailer, on Tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing Chinese market, sending its  shares higher."	2	0	unknown
1599	Delegation Is Delayed Before Reaching,, Aug. 17  A delegation of was delayed for security reasons today but still to visit to try to convince a and his to evacuate a shrine the end ...	1	Delegation Is Delayed Before Reaching Najaf AGHDAD, Iraq, Aug. 17  A delegation of Iraqis was delayed for security reasons today but still intended to visit Najaf to try to convince a rebellious Shiite cleric and his militia to evacuate a shrine in the holy city and end ...	0	1	unknown
1600	,  WASHINGTON () - U.S. in July  for time in eight months as a run up in  costs reversed, government a report suggested  a of is.	3	Consumer Prices Down, Industry Output Up  WASHINGTON (Reuters) - U.S. consumer prices dropped in July  for the first time in eight months as a sharp run up in energy  costs reversed, the government said in a report that suggested  a slow rate of interest rate hikes is likely.	2	3	unknown
1601	history for India, UAE An Indian army major shot his way to his country #39;s first ever individual silver medal on Tuesday, while in the same event an member of #39; ruling family became the first ever from the United Arab Emirates. 	0	Olympic history for India, UAE An Indian army major shot his way to his country #39;s first ever individual Olympic silver medal on Tuesday, while in the same event an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates. 	1	0	unknown
1602	Home Likes,, Home (: - -), and. 	3	Home Depot Likes High Oil Rising fuel prices, a bugbear for most of the retail sector, are helping Home Depot (HD:NYSE - news - research), the remodeling giant that reported a surge in second-quarter earnings Tuesday and guided the rest of the year higher. 	2	3	unknown
1603	China cracks down on  quot;phone sex quot; services BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack down on  quot;phone sex quot; services, paralleling another sweeping operation against, Minister of Information Industry Wang Xudong said here Tuesday. 	0	China cracks down on  quot;phone sex quot; services BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack down on  quot;phone sex quot; services, paralleling another sweeping operation against Internet pornography, Minister of Information Industry Wang Xudong said here Tuesday. 	3	0	unknown
1604	Surviving Biotech's Charly Travers offers advice on withstanding the of the biotech sector.	3	Surviving Biotech's Downturns Charly Travers offers advice on withstanding the volatility of the biotech sector.	2	3	unknown
1605	Downer shoots his mouth off Just what Alexander Downer was thinking he on radio last Friday that  quot;they could fire a missile from North to quot; is. The provocative remark, just days before his arrival yesterday on his second visit to the North ...	1	Mr Downer shoots his mouth off Just what Alexander Downer was thinking when he declared on radio last Friday that  quot;they could fire a missile from North Korea to Sydney quot; is unclear. The provocative remark, just days before his arrival yesterday on his second visit to the North Korean ...	0	1	unknown
1606	Banned from - Source  ATHENS (Reuters) - World 100 Torri  will miss the Athens after her appeal against a  two-year drugs ban dismissed on Tuesday, a source told  Reuters.	0	Edwards Banned from Games - Source  ATHENS (Reuters) - World 100 meters champion Torri Edwards  will miss the Athens Olympics after her appeal against a  two-year drugs ban was dismissed on Tuesday, a source told  Reuters.	1	0	unknown
1607	Stocks Climb on Drop in Consumer Prices NEW - Stocks for a second straight session Tuesday as a drop in consumer prices allowed investors to put aside worries about inflation, at least for the short term.    With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...	2	Stocks Climb on Drop in Consumer Prices NEW YORK - Stocks rose for a second straight session Tuesday as a drop in consumer prices allowed investors to put aside worries about inflation, at least for the short term.    With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...	0	2	unknown
1608	, Tanimoto win golds Ilias of Greece the home crowd, beating Roman of Ukraine to win in 81-kilogram. 	0	Iliadis, Tanimoto win judo golds Ilias Iliadis of Greece thrilled the home crowd Tuesday, beating Roman Gontyuk of Ukraine to win the gold medal in the 81-kilogram class. 	1	0	unknown
1609	to restore order to but for () - will take the lead restoring order to its but the support of and, Foreign said.	2	Sudan vows to restore order to Darfur but calls for African peacekeepers (AFP) AFP - Sudan will take the lead in restoring order to its rebellious Darfur region but needs the support of African peacekeepers and humanitarian aid, Foreign Minister Mustafa Osman Ismail said.	0	2	unknown
1610	TGn Proposes New WLAN Standard The battle over home entertainment is heating up as a coalition proposes yet another standard for the #39;s consideration. 	2	TGn Sync Proposes New WLAN Standard The battle over home entertainment networking is heating up as a coalition proposes yet another standard for the IEEE #39;s consideration. 	3	2	unknown
1611	Microsoft Pushes Off SP2 Release Microsoft will delay the release of its SP2 update for another week to fix software glitches. But not everyone is quite so eager to install the SP2 update for Windows XP. In fact, companies have the ability to their ...	2	Microsoft Pushes Off SP2 Release Microsoft will delay the release of its SP2 update for another week to fix software glitches. But not everyone is quite so eager to install the SP2 update for Windows XP. In fact, many companies have demanded the ability to prevent their ...	3	2	unknown
1612	have lots to replace but are brimming with There are remarkable between the 2004 State and those that the national just two years ago. 	3	Buckeyes have lots to replace but are brimming with optimism There are remarkable similarities between the 2004 Ohio State Buckeyes and those that won the national championship just two years ago. 	1	3	unknown
1613	to lineup The IBM also higher and new virtualization allow to run multiple operating systems on.	2	IBM adds midrange server to eServer lineup The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capabilities that allow it to run multiple operating systems at once on separate partitions.	3	2	unknown
1614	Comparison Newsday #146;s Stephen Williams reports on seeing Sony #146;s player in a store:  #147; #145;How #146;s it compare the? #; I asked salesman.  #145; is a, up to 30 hours, #146; he said.  #145;The readout is kind dim, #146; said.   #146; life is a, #146; he.  #145;I understand it #;t play, #146; I said.  #145;, #; said. #; 	1	iPod Comparison Newsday #146;s Stephen Williams reports on seeing Sony #146;s NW-HD1 audio player in a store:  #147; #145;How #146;s it compare to the iPod? #146; I asked a salesman.  #145;Battery life is a lot longer, up to 30 hours, #146; he said.  #145;The LCD readout is kind of dim, #146; I said.   #146;Battery life is a lot longer, #146; he said.  #145;I understand it can #146;t play MP3 files, #146; I said.  #145;Battery life is a lot longer, #146; he said. #148; Aug 17	3	1	unknown
1615	Women stumble to -- The mistakes were so minor. #39; foot scraping the lower of the bars. #39; tumbling pass that here instead of there. Bhardwaj #39; slight on the. 	0	Women stumble to silver ATHENS -- The mistakes were so minor. Carly Patterson #39;s foot scraping the lower of the uneven bars. Courtney Kupets #39; tumbling pass that ended here instead of there. Mohini Bhardwaj #39;s slight stumble on the beam. 	1	0	unknown
1616	Notable quotes Tuesday at the  quot;It hurt like hell. I could see () coming up. But when I was breathing, I saw my going crazy -- and that really kept me going. quot; ...	2	Notable quotes Tuesday at the Athens Olympics  quot;It hurt like hell. I could see (Thorpe) coming up. But when I was breathing, I saw my team going crazy -- and that really kept me going. quot; ...	1	2	unknown
1617	AMD Ships Chips It #39;t the first to go small, and it won #39;t be the biggest producer, but AMD #39;s (Quote, Chart) (nm) chips are expected to make in the pool. 	2	AMD Ships Notebook Chips It wasn #39;t the first to go small, and it won #39;t be the biggest producer, but AMD #39;s (Quote, Chart) 64-bit 90-nanometer (nm) chips are expected to make waves in the semiconductor pool. 	3	2	unknown
1618	charges 8 in terror plot to alert in, AUGUST: charged eight terror suspects on Tuesday with conspiracy to commit murder and said one had plans that could be used in striking buildings that the focus of security scares this month. 	3	UK charges 8 in terror plot linked to alert in US LONDON, AUGUST 17: Britain charged eight terror suspects on Tuesday with conspiracy to commit murder and said one had plans that could be used in striking US buildings that were the focus of security scares this month. 	0	3	unknown
