index	sentence	label	Original text	perturbed_label	attack
477	neither parker nor donovan is a typical romantic lead , but they brinIg a freesh , quQirky acharm to the formula . 	1	neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . 	0	WordSwapRandomCharacterInsertion
478	does paint some memorable images ... , but makhmalbaf keeps her Bdistance from the characters 	1	does paint some memorable images ... , but makhmalbaf keeps her distance from the characters 	0	WordSwapRandomCharacterInsertion
479	a griPpping movie , played with performances that are all undUerstated and toucohing . 	1	a gripping movie , played with performances that are all understated and touching . 	0	WordSwapRandomCharacterInsertion
480	it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as clute as all get-out and the odds against success are long enough to intimidate , but short enough to make a drEeam seem possible . 	1	it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . 	0	WordSwapRandomCharacterInsertion
481	the movie 's relatively simple plot and uncomplicated morality ploay well with the iaffable cast . 	1	the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . 	0	WordSwapRandomCharacterInsertion
482	what the direcbtor ca n'Tt do is make ebither of qval kilmer 's twVo piersonas interesting or worth ckaring about . 	0	what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . 	1	WordSwapRandomCharacterInsertion
483	it 's greaWt escapist fuIn that rcecreates a place and time that will never happen again . 	1	it 's great escapist fun that recreates a place and time that will never happen again . 	0	WordSwapRandomCharacterInsertion
484	it haunts you , you ca n'pt forget it , you aOdmire its conception and are ablse to resolve some of the confusions you had while watching it . 	1	it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . 	0	WordSwapRandomCharacterInsertion
485	orne of the smarotest takes on singles culture i 've seCen in a loNng time . 	1	one of the smartest takes on singles culture i 've seen in a long time . 	0	WordSwapRandomCharacterInsertion
486	moody , heartbrelaking , and filmed in a naturaAl , unforced style that makes its characters seem entirely coOnvincing evIen when its script is not . 	1	moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . 	0	WordSwapRandomCharacterInsertion
487	pwarm water under a red bridge is a qCuirky and povignant tjapanese fLilm that explores the fascinatxing connections between women , water , nature , and sexuality . 	1	warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . 	0	WordSwapRandomCharacterInsertion
488	old-form moviemaking at its wbest . 	1	old-form moviemaking at its best . 	0	WordSwapRandomCharacterInsertion
489	turns potentially forgettable formula into something strangely divertAing . 	1	turns potentially forgettable formula into something strangely diverting . 	0	WordSwapRandomCharacterInsertion
490	( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displayitng the wacky talent that brought him fame in the first place . 	1	( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . 	0	WordSwapRandomCharacterInsertion
491	a movie that remiNnds uNs of just how Lexciting and saptisfying the fantasy cinema can be when it 's akpproached with imagination and flair . 	1	a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair . 	0	WordSwapRandomCharacterInsertion
492	connfirms the nagging suspicion that ethan hawke would be evZen wolrse behind the camera than he is in front of it . 	0	confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . 	1	WordSwapRandomCharacterInsertion
493	in the end , we are laeft with something likae two ships passing in the night rather than any insijghts into gay love , chineMse society or the price one pays for being dishonest . 	0	in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . 	1	WordSwapRandomCharacterInsertion
494	montias ... dpumps a lot of energy into his niIcely nuganced narrative and surrounods himself with a cast of quirky -- but not stereotyped -- street characters . 	1	montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . 	0	WordSwapRandomCharacterInsertion
495	it mprovides the Ygrand , intellijgent entertainment of a supQerior cast playing smart people amid a compellOing plot . 	1	it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . 	0	WordSwapRandomCharacterInsertion
496	in execution , this clever idea is far leass funny than the original , killers from space . 	0	in execution , this clever idea is far less funny than the original , killers from space . 	1	WordSwapRandomCharacterInsertion
497	scooby dooby doo / and shaggy too / you both look and souFnd grPeat . 	1	scooby dooby doo / and shaggy too / you both look and sound great . 	0	WordSwapRandomCharacterInsertion
498	the tale of tok ( andy lKau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hietmen , is too scattershpot to take hNold . 	0	the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . 	1	WordSwapRandomCharacterInsertion
499	pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abqilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . 	0	pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . 	1	WordSwapRandomCharacterInsertion
500	looks and feels lYike a project beZtter suited for the small scrreen . 	0	looks and feels like a project better suited for the small screen . 	1	WordSwapRandomCharacterInsertion
501	that is a complJiment to kuras and miller . 	1	that is a compliment to kuras and miller . 	0	WordSwapRandomCharacterInsertion
502	sacrifices the Evalue of its wealoth of arachival foot-age with its less-thaun-objective stance . 	0	sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . 	1	WordSwapRandomCharacterInsertion
503	the best that can be said about the work here of scottish director ritchie ... is that he obviously does n'wt have his heart in it . 	0	the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . 	1	WordSwapRandomCharacterInsertion
504	about a manga-like heroine who fights bafck at her abusers , it 's energetisc and satisfMying if not deeep and Upsychological . 	1	about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . 	0	WordSwapRandomCharacterInsertion
505	the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve eenough for his second . 	0	the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second . 	1	WordSwapRandomCharacterInsertion
506	the volatile dynamics of female friendship is the subject of this unhuMrried , low-key film that is so off-hollywood that it seems positively frXench in its rhythms and resonance . 	1	the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . 	0	WordSwapRandomCharacterInsertion
507	overall very Ogood for what it 's trying to do . 	1	overall very good for what it 's trying to do . 	0	WordSwapRandomCharacterInsertion
508	a big , gorgeoXus , sprawling swashbuckler that delidvers its diversions in grand , uncomplicated fashion . 	1	a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . 	0	WordSwapRandomCharacterInsertion
509	a difficult , absocrbing film that manalges to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . 	1	a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . 	0	WordSwapRandomCharacterInsertion
510	a sLolid examination of the male midlife crisis . 	1	a solid examination of the male midlife crisis . 	0	WordSwapRandomCharacterInsertion
511	mavnages to transcenYd the sex , drugs and show-tunes plot into something far richer . 	1	manages to transcend the sex , drugs and show-tunes plot into something far richer . 	0	WordSwapRandomCharacterInsertion
512	it 's a yharming and oSten affecting jourTey . 	1	it 's a charming and often affecting journey . 	0	WordSwapRandomCharacterInsertion
513	unflinchingly Tleak and desperate 	0	unflinchingly bleak and desperate 	1	WordSwapRandomCharacterInsertion
514	allows us to hope that nolan is pBised to Imbark a major career as a commercial yet invenWive filmmaker . 	1	allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . 	0	WordSwapRandomCharacterInsertion
515	the acting , costumes , music , cinematography and sound are all estounding given the production 's austere locales . 	1	the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . 	0	WordSwapRandomCharacterInsertion
516	you do n'F have to kNow about music to apprecoate the film 's easygoing blLnd of comedy and romance . 	1	you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance . 	0	WordSwapRandomCharacterInsertion
517	the mesmerizing performances of the leads keNp the film grxunded and keep the audiench rivjted . 	1	the mesmerizing performances of the leads keep the film grounded and keep the audience riveted . 	0	WordSwapRandomCharacterInsertion
518	it takes a strange kind of lRziness to watte the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . 	0	it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . 	1	WordSwapRandomCharacterInsertion
519	a Aorgeous , high-sNirited musicaZ from india that exZuisitely bleJds music , dance , song , and high drama . 	1	a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . 	0	WordSwapRandomCharacterInsertion
520	the emotions are raL and will svrike a nerve with anyone who 's ever had family trauma . 	1	the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . 	0	WordSwapRandomCharacterInsertion
521	audrey tatou has a rnack for picking doles that magnify her outrageous chaim , and in this lwterate drench comedy , she 's as morning-glory exLberant as she was in amélie . 	1	audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . 	0	WordSwapRandomCharacterInsertion
522	in its best moments , resembhes a baj high school production of grease , without benkfit of song . 	0	in its best moments , resembles a bad high school production of grease , without benefit of song . 	1	WordSwapRandomCharacterInsertion
523	pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an unevln tone that you never know when humor ends and tragedy begins . 	0	pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . 	1	WordSwapRandomCharacterInsertion
524	the iditarod lasts for dads - this just felt like it did . 	0	the iditarod lasts for days - this just felt like it did . 	1	WordSwapRandomCharacterInsertion
525	a delectabNe and intrigZing Dhriller filled with surprOses , read my lips is an original . 	1	a delectable and intriguing thriller filled with surprises , read my lips is an original . 	0	WordSwapRandomCharacterInsertion
526	sLldom has a movie so closely matched the sKirit of a man and his work . 	1	seldom has a movie so closely matched the spirit of a man and his work . 	0	WordSwapRandomCharacterInsertion
527	nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stalf parody to raunchy sax gags to formuaa romantic comedy . 	0	nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . 	1	WordSwapRandomCharacterInsertion
528	it 's an obfbeat trent that pokes fQn at the democratic exercise while also exOmining its significance for those who take part . 	1	it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . 	0	WordSwapRandomCharacterInsertion
529	it 's a cookie-cutter moxie , a cut-and-paste joY . 	0	it 's a cookie-cutter movie , a cut-and-paste job . 	1	WordSwapRandomCharacterInsertion
530	i had to look away - this was god awfur . 	0	i had to look away - this was god awful . 	1	WordSwapRandomCharacterInsertion
531	tdanks to scVtt 's charismatic roVer and eisenberg 's sbeet nephew , roger dodger is one of the most compePling variatiGns on in the compOny of meQ . 	1	thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . 	0	WordSwapRandomCharacterInsertion
532	... designed to provide a mix of smiles and tears , `` crossroads '' iZstead provokes a handful of unintentional howlers and numerous yawny . 	0	... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . 	1	WordSwapRandomCharacterInsertion
533	a gorgeoos , wittR , sqductive movxe . 	1	a gorgeous , witty , seductive movie . 	0	WordSwapRandomCharacterInsertion
534	the weight of the piece , the unerring professionalism of the chilly production , and the fajcination embedded in the lurid topic prove recommendation enZugh . 	1	the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . 	0	WordSwapRandomCharacterInsertion
535	( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is shorW on the thrills the oversize medium demanrs . 	0	( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . 	1	WordSwapRandomCharacterInsertion
536	as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatiZely overwhelmHng . 	1	as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . 	0	WordSwapRandomCharacterInsertion
537	escaping the studio , piccoli is wVrmly affmcting and so is this adroitly minimalist movie . 	1	escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . 	0	WordSwapRandomCharacterInsertion
538	there 's ... tremendouW eqergy from the cast , a sense of playfuQness and excitement that seems apRropriate . 	1	there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . 	0	WordSwapRandomCharacterInsertion
539	this klluminating documentary transcunds our preconceived vision of the holy lxnd and its inhabitants , revealing the human complexities beneath . 	1	this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . 	0	WordSwapRandomCharacterInsertion
540	the subtle strength of `` elling '' is that it Aever loses touch with the reality of the grim situation . 	1	the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . 	0	WordSwapRandomCharacterInsertion
541	holm ... embodies the character with an effortlfssly reoal chQrisma . 	1	holm ... embodies the character with an effortlessly regal charisma . 	0	WordSwapRandomCharacterInsertion
542	the title not only describes its main characters , but the lazX people behind the camera as well . 	0	the title not only describes its main characters , but the lazy people behind the camera as well . 	1	WordSwapRandomCharacterInsertion
543	it offers littlf beyond the momentary joys of pretty and weightless intellectual entertainment . 	0	it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . 	1	WordSwapRandomCharacterInsertion
544	a subtlo and weRl-crafted ( for the most part ) challer . 	1	a subtle and well-crafted ( for the most part ) chiller . 	0	WordSwapRandomCharacterInsertion
545	has a lot of the viPtues of eastwoCd at his beCt . 	1	has a lot of the virtues of eastwood at his best . 	0	WordSwapRandomCharacterInsertion
546	for the most part , director anne-sophie birot 's first feature is a swnsitive , extraordinarHly aell-acted drama . 	1	for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . 	0	WordSwapRandomCharacterInsertion
547	mr. tsai is a very oniginal artist in his medium , and what time is it there ? 	1	mr. tsai is a very original artist in his medium , and what time is it there ? 	0	WordSwapRandomCharacterInsertion
548	sade is an engaginy loAk at the controversial eponymous and fiercely atheistic hero . 	1	sade is an engaging look at the controversial eponymous and fiercely atheistic hero . 	0	WordSwapRandomCharacterInsertion
549	so dfvoid of any Sind of intelligible stfry that it makes films like xxx and collateral damagA seew like thoughtful treatises 	0	so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises 	1	WordSwapRandomCharacterInsertion
550	a tehder , heartcelt faZily drama . 	1	a tender , heartfelt family drama . 	0	WordSwapRandomCharacterInsertion
551	it 's just dxsappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but jever does more than scratch the surface . 	0	it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . 	1	WordSwapRandomCharacterInsertion
552	this is a Htory of two misfits who do n't stand a chance alone , but togetheP they are magnifizent . 	1	this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . 	0	WordSwapRandomCharacterInsertion
553	the primitive force of this film seems to bubWle up from the vast collective memory of the combatants . 	1	the primitive force of this film seems to bubble up from the vast collective memory of the combatants . 	0	WordSwapRandomCharacterInsertion
554	on this tricky tvpic , tadpole is very mucI a step in the right direction , with its bleXd of frankness , cipility and coTpassion . 	1	on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . 	0	WordSwapRandomCharacterInsertion
555	the script kicks in , and mr. hartley 's distendey pace and foot-dragging rhythms folgow . 	0	the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . 	1	WordSwapRandomCharacterInsertion
556	if you 're hard up for raunchy college humor , this is your Wicket righX here . 	1	if you 're hard up for raunchy college humor , this is your ticket right here . 	0	WordSwapRandomCharacterInsertion
557	good old-fashioned slash-and-hack is Iack ! 	1	good old-fashioned slash-and-hack is back ! 	0	WordSwapRandomCharacterInsertion
558	for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou nevej really builds up a head of emotional steam . 	0	for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . 	1	WordSwapRandomCharacterInsertion
559	exquisitelK nuVnced in mood tics and dialogue , this chamber drgma is supQrbly acted by the dfeply appePling veteran bouquet and the chilling but quyte human berling . 	1	exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . 	0	WordSwapRandomCharacterInsertion
560	uses high coFedy to evoke sJrprising poignance . 	1	uses high comedy to evoke surprising poignance . 	0	WordSwapRandomCharacterInsertion
561	one of creepiest , scariest movies to come along in a long , long timQ , easily rivaQing blair witch or the others . 	1	one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . 	0	WordSwapRandomCharacterInsertion
562	among the year 's most intriguxng explorattons of alientation . 	1	among the year 's most intriguing explorations of alientation . 	0	WordSwapRandomCharacterInsertion
563	the movie gails to oive up to the sum of its parts . 	0	the movie fails to live up to the sum of its parts . 	1	WordSwapRandomCharacterInsertion
564	the son 's room is a tyiumph of gentility that earns its momenhs of pathos . 	1	the son 's room is a triumph of gentility that earns its moments of pathos . 	0	WordSwapRandomCharacterInsertion
565	there is nothing outstanding about this film , but it is good enough and will likely be apprecoated most by sailors and folks who know their way around a submarpne . 	1	there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . 	0	WordSwapRandomCharacterInsertion
566	this is a trsin wrePk of an action film -- a stutefying aWtempt by the filmmauers to force-feRd james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilep in favoX of bright flashes and loud bangs .	0	this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .	1	WordSwapRandomCharacterInsertion
567	the draw ( for `` kig bad love '' ) is a solRd performance by arliss howard . 	1	the draw ( for `` big bad love '' ) is a solid performance by arliss howard . 	0	WordSwapRandomCharacterInsertion
568	thJugh it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . 	1	though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . 	0	WordSwapRandomCharacterInsertion
569	the band 's courage in the face of official repression is inspiriVg , especially for aging hippies ( this one included ) . 	1	the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . 	0	WordSwapRandomCharacterInsertion
570	the movie achieves as greYt an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . 	1	the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . 	0	WordSwapRandomCharacterInsertion
571	jaglom ... put ( s ) the audience in the privileWed position of eavesdropping on his characters 	1	jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters 	0	WordSwapRandomCharacterInsertion
572	fresnadillo 's dark and joltMng images have a aay of plying into your subconscious like the nightmare you had a week ago that wo n't go away . 	1	fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . 	0	WordSwapRandomCharacterInsertion
573	we know the plot 's a little crazy , but it hZld my interNst from start to finish . 	1	we know the plot 's a little crazy , but it held my interest from start to finish . 	0	WordSwapRandomCharacterInsertion
574	it 's a scattershot affair , but when it hits its mark it 's brilxiant . 	1	it 's a scattershot affair , but when it hits its mark it 's brilliant . 	0	WordSwapRandomCharacterInsertion
575	hardly a masterpiece , but it introdGces vNewers to a iood charitable enterpKise and some interesting real peosle . 	1	hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . 	0	WordSwapRandomCharacterInsertion
576	byler reveals his chkracters in a Yay that intrigues and even fascinates us , and he neveu reduces the situation to simple melodrama . 	1	byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . 	0	WordSwapRandomCharacterInsertion
577	it 's difficult to imagine the process that produced such a script , but here 's guessing that sprey Nheese and underarm noiQes played a crucial role . 	0	it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . 	1	WordSwapRandomCharacterInsertion
578	no sophomore blump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smootr sleight of hand . 	1	no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . 	0	WordSwapRandomCharacterInsertion
579	on the whole , the movie lacys wit , feeling and believability to compensate for its incessant coarseness and banalitZ . 	0	on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . 	1	WordSwapRandomCharacterInsertion
580	neither parker nor donovan is a typical romantic lead , but they brinE a fKesh , quimky oharm to the formula . 	1	neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . 	0	WordSwapRandomCharacterInsertion
581	his laCt movie was poeticarly romantic and full of indBlible images , but his latest has Aothing poing for it . 	0	his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . 	1	WordSwapRandomCharacterInsertion
582	does paint some memorable images ... , but makhmalbaf keeps her distaIce from the characters 	1	does paint some memorable images ... , but makhmalbaf keeps her distance from the characters 	0	WordSwapRandomCharacterInsertion
583	a gripving movie , played with peyformances that are all qnderstated and toucsing . 	1	a gripping movie , played with performances that are all understated and touching . 	0	WordSwapRandomCharacterInsertion
584	it 's nne of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possbble . 	1	it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . 	0	WordSwapRandomCharacterInsertion
585	the movie 's reSatively simple plot and uncomplicated morality play wVll with the affable cYst . 	1	the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . 	0	WordSwapRandomCharacterInsertion
586	what the director ca n'e do is make eizher of val kilmer 's two personas interesting or worth cariag about . 	0	what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . 	1	WordSwapRandomCharacterInsertion
587	it 's rreat escapist dun that recreatLs a plaBe and time that will never happen again . 	1	it 's great escapist fun that recreates a place and time that will never happen again . 	0	WordSwapRandomCharacterInsertion
588	there is nft nearly enough fun here , despite the presence of some appealing ingredients . 	0	there is n't nearly enough fun here , despite the presence of some appealing ingredients . 	1	WordSwapRandomCharacterInsertion
589	it haunts you , you ca n't fofget it , you admkre its conception and are abSe to resolve some of the confusioOs you had while watching it . 	1	it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . 	0	WordSwapRandomCharacterInsertion
590	onN of the smarcest Vakes on singles culture i 've seen in a long time . 	1	one of the smartest takes on singles culture i 've seen in a long time . 	0	WordSwapRandomCharacterInsertion
591	moody , heartbreaking , and filmed in a nOtural , unforEed style that makes its characters seem entirely cTnvincing even when its script is not . 	1	moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . 	0	WordSwapRandomCharacterInsertion
592	warc water under a red bridge is a quorky and poignaMt japanese film that Kxplores the fasrinating connections between women , water , nature , and sexuality . 	1	warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . 	0	WordSwapRandomCharacterInsertion
593	old-form moviemaking at its beyt . 	1	old-form moviemaking at its best . 	0	WordSwapRandomCharacterInsertion
594	turns potentially forgettable formula into somethinD strangely divekting . 	1	turns potentially forgettable formula into something strangely diverting . 	0	WordSwapRandomCharacterInsertion
595	( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally dispraying the wacky talent that brought him fame in the first place . 	1	( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . 	0	WordSwapRandomCharacterInsertion
596	a moeie that remdnds uP of just how excitinN and satisfyinA the fantasy cinema can be when it 's approacged with imagination and floir . 	1	a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair . 	0	WordSwapRandomCharacterInsertion
597	cynfirms the Tagging suspicion that ethan hawke would be fven wHrse behind the cameza than he is in front of it . 	0	confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . 	1	WordSwapRandomCharacterInsertion
598	in the end , we are lefi with something likD two ships passing in the night oather than any injights into gay love , chinese society or the price one pays for being dishonest . 	0	in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . 	1	WordSwapRandomCharacterInsertion
599	montias ... pumNs a lot of energy into his nscely nuanced narrative and sDrrounds himself with a cast of quirUy -- but not stereotyped -- street characters . 	1	montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . 	0	WordSwapRandomCharacterInsertion
600	it prRvides the graid , inteyligent entertainment of a supqrior cast playing smart people amid a compellinE plot . 	1	it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . 	0	WordSwapRandomCharacterInsertion
601	sfffers from the lacc of a compelling or comprehensible narrative . 	0	suffers from the lack of a compelling or comprehensible narrative . 	1	WordSwapRandomCharacterInsertion
602	in execution , this clever idea is far leLs funny than the original , killers from space . 	0	in execution , this clever idea is far less funny than the original , killers from space . 	1	WordSwapRandomCharacterInsertion
603	scooby dooby doo / and shaggy too / you both look and sound grext . 	1	scooby dooby doo / and shaggy too / you both look and sound great . 	0	WordSwapRandomCharacterInsertion
604	the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scatAershot to take hoGd . 	0	the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . 	1	WordSwapRandomCharacterInsertion
605	pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceeI the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . 	0	pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . 	1	WordSwapRandomCharacterInsertion
606	looks and feels like a project betteN suited for the small screen . 	0	looks and feels like a project better suited for the small screen . 	1	WordSwapRandomCharacterInsertion
607	that is a compliyent to kuras and miller . 	1	that is a compliment to kuras and miller . 	0	WordSwapRandomCharacterInsertion
608	the best that can be said about the work here of scottish director ritchie ... is that he obviously does n'C have his heart in it . 	0	the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . 	1	WordSwapRandomCharacterInsertion
609	about a manga-like heroine who fights back at her abusers , it 's enerKetic and sltisfying if not deep and psychologicyl . 	1	about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . 	0	WordSwapRandomCharacterInsertion
610	the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enGugh for his second . 	0	the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second . 	1	WordSwapRandomCharacterInsertion
611	the volatile dynamics of female friendship is the subject of this unhuEried , low-key film that is so off-hollywood that it seems positively freoch in its rhythms and resonance . 	1	the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . 	0	WordSwapRandomCharacterInsertion
612	a sometimes thing . 	0	a sometimes tedious film . 	1	WordSwapRandomCharacterInsertion
613	pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an ness that you never know when humor ends and tragedy begins . 	0	pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . 	1	WordSwapRandomCharacterInsertion
614	seldom has a movie so cend the spirit of a man and his work . 	1	seldom has a movie so closely matched the spirit of a man and his work . 	0	WordSwapRandomCharacterInsertion
